,Date,Vegetable,Wholesale Price,Retail Price,Shopping Mall Price,Units
3404,2023-01-27,Tomato,21,25,30,1kg
3405,2023-01-27,Green Chilli,37,45,52,1kg
3406,2023-01-27,Beetroot,34,41,48,1kg
3407,2023-01-27,Potato,30,36,43,1kg
3408,2023-01-27,Raw Banana (Plantain),8,9,11,1kg
3409,2023-01-27,Amaranth Leaves,11,13,15,1kg
3410,2023-01-27,Amla,50,61,71,1kg
3411,2023-01-27,Ash gourd,26,31,37,1kg
3412,2023-01-27,Baby Corn,65,79,92,1kg
3413,2023-01-27,Banana Flower,13,16,18,1kg
3414,2023-01-27,Capsicum,47,57,67,1kg
3415,2023-01-27,Bitter Gourd,30,36,43,1kg
3416,2023-01-27,Bottle Gourd,30,36,43,1kg
3417,2023-01-27,Butter Beans,64,77,91,1kg
3418,2023-01-27,Broad Beans,40,48,57,1kg
3419,2023-01-27,Cabbage,24,29,34,1kg
3420,2023-01-27,Carrot,34,41,48,1kg
3421,2023-01-27,Cauliflower,27,32,38,1kg
3422,2023-01-27,Cluster beans,45,54,64,1kg
3423,2023-01-27,Coconut,33,40,47,1kg
3424,2023-01-27,Colocasia Leaves,10,12,14,1kg
3425,2023-01-27,Colocasia,22,26,31,1kg
3426,2023-01-27,Coriander Leaves,8,9,11,1kg
3427,2023-01-27,Corn,28,34,40,1kg
3428,2023-01-27,Cucumber,27,32,38,1kg
3429,2023-01-27,Curry Leaves,25,30,35,1kg
3430,2023-01-27,Dill Leaves,13,16,18,1kg
3431,2023-01-27,Drumsticks,110,133,157,1kg
3432,2023-01-27,Brinjal,23,27,33,1kg
3433,2023-01-27,Brinjal (Big),25,30,35,1kg
3434,2023-01-27,Elephant Yam,26,31,37,1kg
3435,2023-01-27,Fenugreek Leaves,11,13,15,1kg
3436,2023-01-27,French Beans,33,40,47,1kg
3437,2023-01-27,Garlic,31,37,44,1kg
3438,2023-01-27,Ginger,44,53,63,1kg
3439,2023-01-27,Onion Green,45,54,64,1kg
3440,2023-01-27,Green Peas,77,93,109,1kg
3441,2023-01-27,Ivy Gourd,28,34,40,1kg
3442,2023-01-27,Lemon (Lime),58,70,83,1kg
3443,2023-01-27,Mango Raw,100,121,142,1kg
3444,2023-01-27,Mint Leaves,6,7,8,1kg
3445,2023-01-27,Mushroom,83,100,118,1kg
3446,2023-01-27,Mustard Leaves,17,21,24,1kg
3447,2023-01-27,Ladies Finger,30,36,43,1kg
3448,2023-01-27,Pumpkin,24,29,34,1kg
3449,2023-01-27,Radish,28,34,40,1kg
3450,2023-01-27,Ridge Gourd,27,32,38,1kg
3451,2023-01-27,Shallot (Pearl Onion),36,43,51,1kg
3452,2023-01-27,Snake Gourd,32,39,45,1kg
3453,2023-01-27,Sorrel Leaves,10,12,14,1kg
3454,2023-01-27,Spinach,12,14,17,1kg
3455,2023-01-27,Sweet Potato,38,46,54,1kg
3456,2023-01-26,Onion Big,25,30,35,1kg
3457,2023-01-26,Onion Small,30,36,43,1kg
3458,2023-01-26,Tomato,19,23,27,1kg
3459,2023-01-26,Green Chilli,34,41,48,1kg
3460,2023-01-26,Beetroot,30,36,43,1kg
3461,2023-01-26,Potato,33,40,47,1kg
3462,2023-01-26,Raw Banana (Plantain),8,9,11,1kg
3463,2023-01-26,Amaranth Leaves,10,12,14,1kg
3464,2023-01-26,Amla,50,61,71,1kg
3465,2023-01-26,Ash gourd,24,29,34,1kg
3466,2023-01-26,Baby Corn,63,76,90,1kg
3467,2023-01-26,Banana Flower,16,19,22,1kg
3468,2023-01-26,Capsicum,41,49,58,1kg
3469,2023-01-26,Bitter Gourd,27,32,38,1kg
3470,2023-01-26,Bottle Gourd,28,34,40,1kg
3471,2023-01-26,Butter Beans,67,81,95,1kg
3472,2023-01-26,Broad Beans,38,46,54,1kg
3473,2023-01-26,Cabbage,28,34,40,1kg
3474,2023-01-26,Carrot,37,45,52,1kg
3475,2023-01-26,Cauliflower,26,31,37,1kg
3476,2023-01-26,Cluster beans,43,52,61,1kg
3477,2023-01-26,Coconut,29,35,41,1kg
3478,2023-01-26,Colocasia Leaves,13,16,18,1kg
3479,2023-01-26,Colocasia,28,34,40,1kg
3480,2023-01-26,Coriander Leaves,5,6,7,1kg
3481,2023-01-26,Corn,30,36,43,1kg
3482,2023-01-26,Cucumber,23,27,33,1kg
3483,2023-01-26,Curry Leaves,30,36,43,1kg
3484,2023-01-26,Dill Leaves,11,13,15,1kg
3485,2023-01-26,Drumsticks,100,121,142,1kg
3486,2023-01-26,Brinjal,21,25,30,1kg
3487,2023-01-26,Brinjal (Big),25,30,35,1kg
3488,2023-01-26,Elephant Yam,30,36,43,1kg
3489,2023-01-26,Fenugreek Leaves,11,13,15,1kg
3490,2023-01-26,French Beans,30,36,43,1kg
3491,2023-01-26,Garlic,41,49,58,1kg
3492,2023-01-26,Ginger,38,46,54,1kg
3493,2023-01-26,Onion Green,43,52,61,1kg
3494,2023-01-26,Green Peas,81,98,115,1kg
3495,2023-01-26,Ivy Gourd,22,26,31,1kg
3496,2023-01-26,Lemon (Lime),58,70,83,1kg
3497,2023-01-26,Mango Raw,91,110,129,1kg
3498,2023-01-26,Mint Leaves,7,8,10,1kg
3499,2023-01-26,Mushroom,92,111,131,1kg
3500,2023-01-26,Mustard Leaves,17,21,24,1kg
3501,2023-01-26,Ladies Finger,31,37,44,1kg
3502,2023-01-26,Pumpkin,27,32,38,1kg
3503,2023-01-26,Radish,28,34,40,1kg
3504,2023-01-26,Ridge Gourd,27,32,38,1kg
3505,2023-01-26,Shallot (Pearl Onion),32,39,45,1kg
3506,2023-01-26,Snake Gourd,27,32,38,1kg
3507,2023-01-26,Sorrel Leaves,15,18,21,1kg
3508,2023-01-26,Spinach,11,13,15,1kg
3509,2023-01-26,Sweet Potato,37,45,52,1kg
3510,2023-01-25,Onion Big,25,30,35,1kg
3511,2023-01-25,Onion Small,30,36,43,1kg
3512,2023-01-25,Tomato,19,23,27,1kg
3513,2023-01-25,Green Chilli,34,41,48,1kg
3514,2023-01-25,Beetroot,30,36,43,1kg
3515,2023-01-25,Potato,33,40,47,1kg
3516,2023-01-25,Raw Banana (Plantain),8,9,11,1kg
3517,2023-01-25,Amaranth Leaves,10,12,14,1kg
3518,2023-01-25,Amla,50,61,71,1kg
3519,2023-01-25,Ash gourd,24,29,34,1kg
3520,2023-01-25,Baby Corn,63,76,90,1kg
3521,2023-01-25,Banana Flower,16,19,22,1kg
3522,2023-01-25,Capsicum,41,49,58,1kg
3523,2023-01-25,Bitter Gourd,27,32,38,1kg
3524,2023-01-25,Bottle Gourd,28,34,40,1kg
3525,2023-01-25,Butter Beans,67,81,95,1kg
3526,2023-01-25,Broad Beans,38,46,54,1kg
3527,2023-01-25,Cabbage,28,34,40,1kg
3528,2023-01-25,Carrot,37,45,52,1kg
3529,2023-01-25,Cauliflower,26,31,37,1kg
3530,2023-01-25,Cluster beans,43,52,61,1kg
3531,2023-01-25,Coconut,29,35,41,1kg
3532,2023-01-25,Colocasia Leaves,13,16,18,1kg
3533,2023-01-25,Colocasia,28,34,40,1kg
3534,2023-01-25,Coriander Leaves,5,6,7,1kg
3535,2023-01-25,Corn,30,36,43,1kg
3536,2023-01-25,Cucumber,23,27,33,1kg
3537,2023-01-25,Curry Leaves,30,36,43,1kg
3538,2023-01-25,Dill Leaves,11,13,15,1kg
3539,2023-01-25,Drumsticks,100,121,142,1kg
3540,2023-01-25,Brinjal,21,25,30,1kg
3541,2023-01-25,Brinjal (Big),25,30,35,1kg
3542,2023-01-25,Elephant Yam,30,36,43,1kg
3543,2023-01-25,Fenugreek Leaves,11,13,15,1kg
3544,2023-01-25,French Beans,30,36,43,1kg
3545,2023-01-25,Garlic,41,49,58,1kg
3546,2023-01-25,Ginger,38,46,54,1kg
3547,2023-01-25,Onion Green,43,52,61,1kg
3548,2023-01-25,Green Peas,81,98,115,1kg
3549,2023-01-25,Ivy Gourd,22,26,31,1kg
3550,2023-01-25,Lemon (Lime),58,70,83,1kg
3551,2023-01-25,Mango Raw,91,110,129,1kg
3552,2023-01-25,Mint Leaves,7,8,10,1kg
3553,2023-01-25,Mushroom,92,111,131,1kg
3554,2023-01-25,Mustard Leaves,17,21,24,1kg
3555,2023-01-25,Ladies Finger,31,37,44,1kg
3556,2023-01-25,Pumpkin,27,32,38,1kg
3557,2023-01-25,Radish,28,34,40,1kg
3558,2023-01-25,Ridge Gourd,27,32,38,1kg
3559,2023-01-25,Shallot (Pearl Onion),32,39,45,1kg
3560,2023-01-25,Snake Gourd,27,32,38,1kg
3561,2023-01-25,Sorrel Leaves,15,18,21,1kg
3562,2023-01-25,Spinach,11,13,15,1kg
3563,2023-01-25,Sweet Potato,37,45,52,1kg
3564,2023-01-24,Onion Big,26,31,37,1kg
3565,2023-01-24,Onion Small,31,37,44,1kg
3566,2023-01-24,Tomato,18,22,26,1kg
3567,2023-01-24,Green Chilli,33,40,47,1kg
3568,2023-01-24,Beetroot,35,42,50,1kg
3569,2023-01-24,Potato,26,31,37,1kg
3570,2023-01-24,Raw Banana (Plantain),10,12,14,1kg
3571,2023-01-24,Amaranth Leaves,12,14,17,1kg
3572,2023-01-24,Amla,60,72,85,1kg
3573,2023-01-24,Ash gourd,25,30,35,1kg
3574,2023-01-24,Baby Corn,63,76,90,1kg
3575,2023-01-24,Banana Flower,14,17,20,1kg
3576,2023-01-24,Capsicum,42,50,59,1kg
3577,2023-01-24,Bitter Gourd,32,39,45,1kg
3578,2023-01-24,Bottle Gourd,25,30,35,1kg
3579,2023-01-24,Butter Beans,67,81,95,1kg
3580,2023-01-24,Broad Beans,37,45,52,1kg
3581,2023-01-24,Cabbage,25,30,35,1kg
3582,2023-01-24,Carrot,37,45,52,1kg
3583,2023-01-24,Cauliflower,26,31,37,1kg
3584,2023-01-24,Cluster beans,45,54,64,1kg
3585,2023-01-24,Coconut,28,34,40,1kg
3586,2023-01-24,Colocasia Leaves,11,13,15,1kg
3587,2023-01-24,Colocasia,26,31,37,1kg
3588,2023-01-24,Coriander Leaves,6,7,8,1kg
3589,2023-01-24,Corn,28,34,40,1kg
3590,2023-01-24,Cucumber,24,29,34,1kg
3591,2023-01-24,Curry Leaves,28,34,40,1kg
3592,2023-01-24,Dill Leaves,13,16,18,1kg
3593,2023-01-24,Drumsticks,110,133,157,1kg
3594,2023-01-24,Brinjal,20,24,28,1kg
3595,2023-01-24,Brinjal (Big),27,32,38,1kg
3596,2023-01-24,Elephant Yam,27,32,38,1kg
3597,2023-01-24,Fenugreek Leaves,12,14,17,1kg
3598,2023-01-24,French Beans,37,45,52,1kg
3599,2023-01-24,Garlic,33,40,47,1kg
3600,2023-01-24,Ginger,42,50,59,1kg
3601,2023-01-24,Onion Green,44,53,63,1kg
3602,2023-01-24,Green Peas,81,98,115,1kg
3603,2023-01-24,Ivy Gourd,22,26,31,1kg
3604,2023-01-24,Lemon (Lime),50,61,71,1kg
3605,2023-01-24,Mango Raw,100,121,142,1kg
3606,2023-01-24,Mint Leaves,5,6,7,1kg
3607,2023-01-24,Mushroom,85,103,121,1kg
3608,2023-01-24,Mustard Leaves,17,21,24,1kg
3609,2023-01-24,Ladies Finger,32,39,45,1kg
3610,2023-01-24,Pumpkin,26,31,37,1kg
3611,2023-01-24,Radish,28,34,40,1kg
3612,2023-01-24,Ridge Gourd,27,32,38,1kg
3613,2023-01-24,Shallot (Pearl Onion),30,36,43,1kg
3614,2023-01-24,Snake Gourd,27,32,38,1kg
3615,2023-01-24,Sorrel Leaves,10,12,14,1kg
3616,2023-01-24,Spinach,11,13,15,1kg
3617,2023-01-24,Sweet Potato,36,43,51,1kg
3618,2023-01-23,Onion Big,26,31,37,1kg
3619,2023-01-23,Onion Small,31,37,44,1kg
3620,2023-01-23,Tomato,18,22,26,1kg
3621,2023-01-23,Green Chilli,33,40,47,1kg
3622,2023-01-23,Beetroot,35,42,50,1kg
3623,2023-01-23,Potato,26,31,37,1kg
3624,2023-01-23,Raw Banana (Plantain),10,12,14,1kg
3625,2023-01-23,Amaranth Leaves,12,14,17,1kg
3626,2023-01-23,Amla,60,72,85,1kg
3627,2023-01-23,Ash gourd,25,30,35,1kg
3628,2023-01-23,Baby Corn,63,76,90,1kg
3629,2023-01-23,Banana Flower,14,17,20,1kg
3630,2023-01-23,Capsicum,42,50,59,1kg
3631,2023-01-23,Bitter Gourd,32,39,45,1kg
3632,2023-01-23,Bottle Gourd,25,30,35,1kg
3633,2023-01-23,Butter Beans,67,81,95,1kg
3634,2023-01-23,Broad Beans,37,45,52,1kg
3635,2023-01-23,Cabbage,25,30,35,1kg
3636,2023-01-23,Carrot,37,45,52,1kg
3637,2023-01-23,Cauliflower,26,31,37,1kg
3638,2023-01-23,Cluster beans,45,54,64,1kg
3639,2023-01-23,Coconut,28,34,40,1kg
3640,2023-01-23,Colocasia Leaves,11,13,15,1kg
3641,2023-01-23,Colocasia,26,31,37,1kg
3642,2023-01-23,Coriander Leaves,6,7,8,1kg
3643,2023-01-23,Corn,28,34,40,1kg
3644,2023-01-23,Cucumber,24,29,34,1kg
3645,2023-01-23,Curry Leaves,28,34,40,1kg
3646,2023-01-23,Dill Leaves,13,16,18,1kg
3647,2023-01-23,Drumsticks,110,133,157,1kg
3648,2023-01-23,Brinjal,20,24,28,1kg
3649,2023-01-23,Brinjal (Big),27,32,38,1kg
3650,2023-01-23,Elephant Yam,27,32,38,1kg
3651,2023-01-23,Fenugreek Leaves,12,14,17,1kg
3652,2023-01-23,French Beans,37,45,52,1kg
3653,2023-01-23,Garlic,33,40,47,1kg
3654,2023-01-23,Ginger,42,50,59,1kg
3655,2023-01-23,Onion Green,44,53,63,1kg
3656,2023-01-23,Green Peas,81,98,115,1kg
3657,2023-01-23,Ivy Gourd,22,26,31,1kg
3658,2023-01-23,Lemon (Lime),50,61,71,1kg
3659,2023-01-23,Mango Raw,100,121,142,1kg
3660,2023-01-23,Mint Leaves,5,6,7,1kg
3661,2023-01-23,Mushroom,85,103,121,1kg
3662,2023-01-23,Mustard Leaves,17,21,24,1kg
3663,2023-01-23,Ladies Finger,32,39,45,1kg
3664,2023-01-23,Pumpkin,26,31,37,1kg
3665,2023-01-23,Radish,28,34,40,1kg
3666,2023-01-23,Ridge Gourd,27,32,38,1kg
3667,2023-01-23,Shallot (Pearl Onion),30,36,43,1kg
3668,2023-01-23,Snake Gourd,27,32,38,1kg
3669,2023-01-23,Sorrel Leaves,10,12,14,1kg
3670,2023-01-23,Spinach,11,13,15,1kg
3671,2023-01-23,Sweet Potato,36,43,51,1kg
3672,2023-01-22,Onion Big,26,31,37,1kg
3673,2023-01-22,Onion Small,31,37,44,1kg
3674,2023-01-22,Tomato,18,22,26,1kg
3675,2023-01-22,Green Chilli,33,40,47,1kg
3676,2023-01-22,Beetroot,35,42,50,1kg
3677,2023-01-22,Potato,26,31,37,1kg
3678,2023-01-22,Raw Banana (Plantain),10,12,14,1kg
3679,2023-01-22,Amaranth Leaves,12,14,17,1kg
3680,2023-01-22,Amla,60,72,85,1kg
3681,2023-01-22,Ash gourd,25,30,35,1kg
3682,2023-01-22,Baby Corn,63,76,90,1kg
3683,2023-01-22,Banana Flower,14,17,20,1kg
3684,2023-01-22,Capsicum,42,50,59,1kg
3685,2023-01-22,Bitter Gourd,32,39,45,1kg
3686,2023-01-22,Bottle Gourd,25,30,35,1kg
3687,2023-01-22,Butter Beans,67,81,95,1kg
3688,2023-01-22,Broad Beans,37,45,52,1kg
3689,2023-01-22,Cabbage,25,30,35,1kg
3690,2023-01-22,Carrot,37,45,52,1kg
3691,2023-01-22,Cauliflower,26,31,37,1kg
3692,2023-01-22,Cluster beans,45,54,64,1kg
3693,2023-01-22,Coconut,28,34,40,1kg
3694,2023-01-22,Colocasia Leaves,11,13,15,1kg
3695,2023-01-22,Colocasia,26,31,37,1kg
3696,2023-01-22,Coriander Leaves,6,7,8,1kg
3697,2023-01-22,Corn,28,34,40,1kg
3698,2023-01-22,Cucumber,24,29,34,1kg
3699,2023-01-22,Curry Leaves,28,34,40,1kg
3700,2023-01-22,Dill Leaves,13,16,18,1kg
3701,2023-01-22,Drumsticks,110,133,157,1kg
3702,2023-01-22,Brinjal,20,24,28,1kg
3703,2023-01-22,Brinjal (Big),27,32,38,1kg
3704,2023-01-22,Elephant Yam,27,32,38,1kg
3705,2023-01-22,Fenugreek Leaves,12,14,17,1kg
3706,2023-01-22,French Beans,37,45,52,1kg
3707,2023-01-22,Garlic,33,40,47,1kg
3708,2023-01-22,Ginger,42,50,59,1kg
3709,2023-01-22,Onion Green,44,53,63,1kg
3710,2023-01-22,Green Peas,81,98,115,1kg
3711,2023-01-22,Ivy Gourd,22,26,31,1kg
3712,2023-01-22,Lemon (Lime),50,61,71,1kg
3713,2023-01-22,Mango Raw,100,121,142,1kg
3714,2023-01-22,Mint Leaves,5,6,7,1kg
3715,2023-01-22,Mushroom,85,103,121,1kg
3716,2023-01-22,Mustard Leaves,17,21,24,1kg
3717,2023-01-22,Ladies Finger,32,39,45,1kg
3718,2023-01-22,Pumpkin,26,31,37,1kg
3719,2023-01-22,Radish,28,34,40,1kg
3720,2023-01-22,Ridge Gourd,27,32,38,1kg
3721,2023-01-22,Shallot (Pearl Onion),30,36,43,1kg
3722,2023-01-22,Snake Gourd,27,32,38,1kg
3723,2023-01-22,Sorrel Leaves,10,12,14,1kg
3724,2023-01-22,Spinach,11,13,15,1kg
3725,2023-01-22,Sweet Potato,36,43,51,1kg
3726,2023-01-21,Onion Big,26,31,37,1kg
3727,2023-01-21,Onion Small,31,37,44,1kg
3728,2023-01-21,Tomato,18,22,26,1kg
3729,2023-01-21,Green Chilli,33,40,47,1kg
3730,2023-01-21,Beetroot,35,42,50,1kg
3731,2023-01-21,Potato,26,31,37,1kg
3732,2023-01-21,Raw Banana (Plantain),10,12,14,1kg
3733,2023-01-21,Amaranth Leaves,12,14,17,1kg
3734,2023-01-21,Amla,60,72,85,1kg
3735,2023-01-21,Ash gourd,25,30,35,1kg
3736,2023-01-21,Baby Corn,63,76,90,1kg
3737,2023-01-21,Banana Flower,14,17,20,1kg
3738,2023-01-21,Capsicum,42,50,59,1kg
3739,2023-01-21,Bitter Gourd,32,39,45,1kg
3740,2023-01-21,Bottle Gourd,25,30,35,1kg
3741,2023-01-21,Butter Beans,67,81,95,1kg
3742,2023-01-21,Broad Beans,37,45,52,1kg
3743,2023-01-21,Cabbage,25,30,35,1kg
3744,2023-01-21,Carrot,37,45,52,1kg
3745,2023-01-21,Cauliflower,26,31,37,1kg
3746,2023-01-21,Cluster beans,45,54,64,1kg
3747,2023-01-21,Coconut,28,34,40,1kg
3748,2023-01-21,Colocasia Leaves,11,13,15,1kg
3749,2023-01-21,Colocasia,26,31,37,1kg
3750,2023-01-21,Coriander Leaves,6,7,8,1kg
3751,2023-01-21,Corn,28,34,40,1kg
3752,2023-01-21,Cucumber,24,29,34,1kg
3753,2023-01-21,Curry Leaves,28,34,40,1kg
3754,2023-01-21,Dill Leaves,13,16,18,1kg
3755,2023-01-21,Drumsticks,110,133,157,1kg
3756,2023-01-21,Brinjal,20,24,28,1kg
3757,2023-01-21,Brinjal (Big),27,32,38,1kg
3758,2023-01-21,Elephant Yam,27,32,38,1kg
3759,2023-01-21,Fenugreek Leaves,12,14,17,1kg
3760,2023-01-21,French Beans,37,45,52,1kg
3761,2023-01-21,Garlic,33,40,47,1kg
3762,2023-01-21,Ginger,42,50,59,1kg
3763,2023-01-21,Onion Green,44,53,63,1kg
3764,2023-01-21,Green Peas,81,98,115,1kg
3765,2023-01-21,Ivy Gourd,22,26,31,1kg
3766,2023-01-21,Lemon (Lime),50,61,71,1kg
3767,2023-01-21,Mango Raw,100,121,142,1kg
3768,2023-01-21,Mint Leaves,5,6,7,1kg
3769,2023-01-21,Mushroom,85,103,121,1kg
3770,2023-01-21,Mustard Leaves,17,21,24,1kg
3771,2023-01-21,Ladies Finger,32,39,45,1kg
3772,2023-01-21,Pumpkin,26,31,37,1kg
3773,2023-01-21,Radish,28,34,40,1kg
3774,2023-01-21,Ridge Gourd,27,32,38,1kg
3775,2023-01-21,Shallot (Pearl Onion),30,36,43,1kg
3776,2023-01-21,Snake Gourd,27,32,38,1kg
3777,2023-01-21,Sorrel Leaves,10,12,14,1kg
3778,2023-01-21,Spinach,11,13,15,1kg
3779,2023-01-21,Sweet Potato,36,43,51,1kg
3780,2023-01-20,Onion Big,25,30,35,1kg
3781,2023-01-20,Onion Small,35,42,50,1kg
3782,2023-01-20,Tomato,20,24,28,1kg
3783,2023-01-20,Green Chilli,36,43,51,1kg
3784,2023-01-20,Beetroot,33,40,47,1kg
3785,2023-01-20,Potato,29,35,41,1kg
3786,2023-01-20,Raw Banana (Plantain),8,9,11,1kg
3787,2023-01-20,Amaranth Leaves,13,16,18,1kg
3788,2023-01-20,Amla,60,72,85,1kg
3789,2023-01-20,Ash gourd,25,30,35,1kg
3790,2023-01-20,Baby Corn,63,76,90,1kg
3791,2023-01-20,Banana Flower,20,24,28,1kg
3792,2023-01-20,Capsicum,42,50,59,1kg
3793,2023-01-20,Bitter Gourd,31,37,44,1kg
3794,2023-01-20,Bottle Gourd,25,30,35,1kg
3795,2023-01-20,Butter Beans,68,82,97,1kg
3796,2023-01-20,Broad Beans,33,40,47,1kg
3797,2023-01-20,Cabbage,29,35,41,1kg
3798,2023-01-20,Carrot,32,39,45,1kg
3799,2023-01-20,Cauliflower,26,31,37,1kg
3800,2023-01-20,Cluster beans,40,48,57,1kg
3801,2023-01-20,Coconut,27,32,38,1kg
3802,2023-01-20,Colocasia Leaves,15,18,21,1kg
3803,2023-01-20,Colocasia,22,26,31,1kg
3804,2023-01-20,Coriander Leaves,6,7,8,1kg
3805,2023-01-20,Corn,27,32,38,1kg
3806,2023-01-20,Cucumber,23,27,33,1kg
3807,2023-01-20,Curry Leaves,29,35,41,1kg
3808,2023-01-20,Dill Leaves,10,12,14,1kg
3809,2023-01-20,Drumsticks,100,121,142,1kg
3810,2023-01-20,Brinjal,27,32,38,1kg
3811,2023-01-20,Brinjal (Big),23,27,33,1kg
3812,2023-01-20,Elephant Yam,28,34,40,1kg
3813,2023-01-20,Fenugreek Leaves,12,14,17,1kg
3814,2023-01-20,French Beans,30,36,43,1kg
3815,2023-01-20,Garlic,41,49,58,1kg
3816,2023-01-20,Ginger,45,54,64,1kg
3817,2023-01-20,Onion Green,42,50,59,1kg
3818,2023-01-20,Green Peas,84,102,120,1kg
3819,2023-01-20,Ivy Gourd,27,32,38,1kg
3820,2023-01-20,Lemon (Lime),53,64,75,1kg
3821,2023-01-20,Mango Raw,87,105,124,1kg
3822,2023-01-20,Mint Leaves,6,7,8,1kg
3823,2023-01-20,Mushroom,85,103,121,1kg
3824,2023-01-20,Mustard Leaves,13,16,18,1kg
3825,2023-01-20,Ladies Finger,30,36,43,1kg
3826,2023-01-20,Pumpkin,29,35,41,1kg
3827,2023-01-20,Radish,22,26,31,1kg
3828,2023-01-20,Ridge Gourd,26,31,37,1kg
3829,2023-01-20,Shallot (Pearl Onion),30,36,43,1kg
3830,2023-01-20,Snake Gourd,31,37,44,1kg
3831,2023-01-20,Sorrel Leaves,10,12,14,1kg
3832,2023-01-20,Spinach,13,16,18,1kg
3833,2023-01-20,Sweet Potato,38,46,54,1kg
3834,2023-01-19,Onion Big,25,30,35,1kg
3835,2023-01-19,Onion Small,35,42,50,1kg
3836,2023-01-19,Tomato,20,24,28,1kg
3837,2023-01-19,Green Chilli,36,43,51,1kg
3838,2023-01-19,Beetroot,33,40,47,1kg
3839,2023-01-19,Potato,29,35,41,1kg
3840,2023-01-19,Raw Banana (Plantain),8,9,11,1kg
3841,2023-01-19,Amaranth Leaves,13,16,18,1kg
3842,2023-01-19,Amla,60,72,85,1kg
3843,2023-01-19,Ash gourd,25,30,35,1kg
3844,2023-01-19,Baby Corn,63,76,90,1kg
3845,2023-01-19,Banana Flower,20,24,28,1kg
3846,2023-01-19,Capsicum,42,50,59,1kg
3847,2023-01-19,Bitter Gourd,31,37,44,1kg
3848,2023-01-19,Bottle Gourd,25,30,35,1kg
3849,2023-01-19,Butter Beans,68,82,97,1kg
3850,2023-01-19,Broad Beans,33,40,47,1kg
3851,2023-01-19,Cabbage,29,35,41,1kg
3852,2023-01-19,Carrot,32,39,45,1kg
3853,2023-01-19,Cauliflower,26,31,37,1kg
3854,2023-01-19,Cluster beans,40,48,57,1kg
3855,2023-01-19,Coconut,27,32,38,1kg
3856,2023-01-19,Colocasia Leaves,15,18,21,1kg
3857,2023-01-19,Colocasia,22,26,31,1kg
3858,2023-01-19,Coriander Leaves,6,7,8,1kg
3859,2023-01-19,Corn,27,32,38,1kg
3860,2023-01-19,Cucumber,23,27,33,1kg
3861,2023-01-19,Curry Leaves,29,35,41,1kg
3862,2023-01-19,Dill Leaves,10,12,14,1kg
3863,2023-01-19,Drumsticks,100,121,142,1kg
3864,2023-01-19,Brinjal,27,32,38,1kg
3865,2023-01-19,Brinjal (Big),23,27,33,1kg
3866,2023-01-19,Elephant Yam,28,34,40,1kg
3867,2023-01-19,Fenugreek Leaves,12,14,17,1kg
3868,2023-01-19,French Beans,30,36,43,1kg
3869,2023-01-19,Garlic,41,49,58,1kg
3870,2023-01-19,Ginger,45,54,64,1kg
3871,2023-01-19,Onion Green,42,50,59,1kg
3872,2023-01-19,Green Peas,84,102,120,1kg
3873,2023-01-19,Ivy Gourd,27,32,38,1kg
3874,2023-01-19,Lemon (Lime),53,64,75,1kg
3875,2023-01-19,Mango Raw,87,105,124,1kg
3876,2023-01-19,Mint Leaves,6,7,8,1kg
3877,2023-01-19,Mushroom,85,103,121,1kg
3878,2023-01-19,Mustard Leaves,13,16,18,1kg
3879,2023-01-19,Ladies Finger,30,36,43,1kg
3880,2023-01-19,Pumpkin,29,35,41,1kg
3881,2023-01-19,Radish,22,26,31,1kg
3882,2023-01-19,Ridge Gourd,26,31,37,1kg
3883,2023-01-19,Shallot (Pearl Onion),30,36,43,1kg
3884,2023-01-19,Snake Gourd,31,37,44,1kg
3885,2023-01-19,Sorrel Leaves,10,12,14,1kg
3886,2023-01-19,Spinach,13,16,18,1kg
3887,2023-01-19,Sweet Potato,38,46,54,1kg
3888,2023-01-18,Onion Big,25,30,35,1kg
3889,2023-01-18,Onion Small,35,42,50,1kg
3890,2023-01-18,Tomato,20,24,28,1kg
3891,2023-01-18,Green Chilli,36,43,51,1kg
3892,2023-01-18,Beetroot,33,40,47,1kg
3893,2023-01-18,Potato,29,35,41,1kg
3894,2023-01-18,Raw Banana (Plantain),8,9,11,1kg
3895,2023-01-18,Amaranth Leaves,13,16,18,1kg
3896,2023-01-18,Amla,60,72,85,1kg
3897,2023-01-18,Ash gourd,25,30,35,1kg
3898,2023-01-18,Baby Corn,63,76,90,1kg
3899,2023-01-18,Banana Flower,20,24,28,1kg
3900,2023-01-18,Capsicum,42,50,59,1kg
3901,2023-01-18,Bitter Gourd,31,37,44,1kg
3902,2023-01-18,Bottle Gourd,25,30,35,1kg
3903,2023-01-18,Butter Beans,68,82,97,1kg
3904,2023-01-18,Broad Beans,33,40,47,1kg
3905,2023-01-18,Cabbage,29,35,41,1kg
3906,2023-01-18,Carrot,32,39,45,1kg
3907,2023-01-18,Cauliflower,26,31,37,1kg
3908,2023-01-18,Cluster beans,40,48,57,1kg
3909,2023-01-18,Coconut,27,32,38,1kg
3910,2023-01-18,Colocasia Leaves,15,18,21,1kg
3911,2023-01-18,Colocasia,22,26,31,1kg
3912,2023-01-18,Coriander Leaves,6,7,8,1kg
3913,2023-01-18,Corn,27,32,38,1kg
3914,2023-01-18,Cucumber,23,27,33,1kg
3915,2023-01-18,Curry Leaves,29,35,41,1kg
3916,2023-01-18,Dill Leaves,10,12,14,1kg
